Label	Probeset	NCBIGeneID	GeneSymbol	Chromosome	MapLocation
ASTE1	28990	28990	ASTE1	3	3q22.1
NUDT16P1	152195	152195	NUDT16P1	3	3q22.1
NUDT16	131870	131870	NUDT16	3	3q22.1
MRPL3	11222	11222	MRPL3	3	3q21-q23
DNAJC13	23317	23317	DNAJC13	3	3q22.1
ACAD11	84129	84129	ACAD11	3	3q22.1
UBA5	79876	79876	UBA5	3	3q22.1
NPHP3	27031	27031	NPHP3	3	3q22.1
CDV3	55573	55573	CDV3	3	3q22.1
TOPBP1	11073	11073	TOPBP1	3	3q22.1
SRPRB	58477	58477	SRPRB	3	3q22.1
SLCO2A1	6578	6578	SLCO2A1	3	3q21
RYK	6259	6259	RYK	3	3q22
AMOTL2	51421	51421	AMOTL2	3	3q21-q22
ANAPC13	25847	25847	ANAPC13	3	3q22.2
CEP63	80254	80254	CEP63	3	3q22.2
MSL2	55167	55167	MSL2	3	3q22.3
PCCB	5096	5096	PCCB	3	3q21-q22
STAG1	10274	10274	STAG1	3	3q22.3
NCK1	4690	4690	NCK1	3	3q21
DBR1	51163	51163	DBR1	3	3q22.3
ARMC8	25852	25852	ARMC8	3	3q22.3
CEP70	80321	80321	CEP70	3	3q22.3
PIK3CB	5291	5291	PIK3CB	3	3q22.3
MRPS22	56945	56945	MRPS22	3	3q23
COPB2	9276	9276	COPB2	3	3q23
RBP2	5948	5948	RBP2	3	3q23
RBP1	5947	5947	RBP1	3	3q23
NMNAT3	349565	349565	NMNAT3	3	3q23
SLC25A36	55186	55186	SLC25A36	3	3q23
PXYLP1	92370	92370	PXYLP1	3	3q23
ZBTB38	253461	253461	ZBTB38	3	3q23
RNF7	9616	9616	RNF7	3	3q22-q24
ATP1B3	483	483	ATP1B3	3	3q23
TFDP2	7029	7029	TFDP2	3	3q23
GK5	256356	256356	GK5	3	3q23
XRN1	54464	54464	XRN1	3	3q23
PLS1	5357	5357	PLS1	3	3q23
U2SURP	23350	23350	U2SURP	3	3q23
CHST2	9435	9435	CHST2	3	3q24
SLC9A9	285195	285195	SLC9A9	3	3q24
C3orf58	205428	205428	C3orf58	3	3q24
PLOD2	5352	5352	PLOD2	3	3q24
PLSCR4	57088	57088	PLSCR4	3	3q24
PLSCR1	5359	5359	PLSCR1	3	3q23
CPA3	1359	1359	CPA3	3	3q24
GYG1	2992	2992	GYG1	3	3q24-q25.1
HLTF	6596	6596	HLTF	3	3q25.1-q26.1
HPS3	84343	84343	HPS3	3	3q24
CP	1356	1356	CP	3	3q23-q25
TM4SF1	4071	4071	TM4SF1	3	3q21-q25
TM4SF4	7104	7104	TM4SF4	3	3q25
WWTR1	25937	25937	WWTR1	3	3q23-q24
COMMD2	51122	51122	COMMD2	3	3q25.1
RNF13	11342	11342	RNF13	3	3q25.1
PFN2	5217	5217	PFN2	3	3q25.1
TSC22D2	9819	9819	TSC22D2	3	3q25.1
SERP1	27230	27230	SERP1	3	3q25.1
EIF2A	83939	83939	EIF2A	3	3q25.1
SELT	51714	51714	SELT	3	3q25.1
SIAH2	6478	6478	SIAH2	3	3q25
GPR171	29909	29909	GPR171	3	3q25.1
P2RY14	9934	9934	P2RY14	3	3q24-q25.1
P2RY13	53829	53829	P2RY13	3	3q24
AADAC	13	13	AADAC	3	3q25.1
MBNL1	4154	4154	MBNL1	3	3q25
RAP2B	5912	5912	RAP2B	3	3q25.2
ARHGEF26	26084	26084	ARHGEF26	3	3q25.2
DHX36	170506	170506	DHX36	3	3q25.2
MME	4311	4311	MME	3	3q25.2
C3orf33	285315	285315	C3orf33	3	3q25.31
SLC33A1	9197	9197	SLC33A1	3	3q25.31
GMPS	8833	8833	GMPS	3	3q24
SSR3	6747	6747	SSR3	3	3q25.31
TIPARP	25976	25976	TIPARP	3	3q25.31
PA2G4P4	647033	647033	PA2G4P4	3	3q25.31
CCNL1	57018	57018	CCNL1	3	3q25.31
RSRC1	51319	51319	RSRC1	3	3q25.32
GFM1	85476	85476	GFM1	3	3q25
LXN	56925	56925	LXN	3	3q25.32
RARRES1	5918	5918	RARRES1	3	3q25.32
MFSD1	64747	64747	MFSD1	3	3q25.32
IFT80	57560	57560	IFT80	3	3q25.33
SMC4	10051	10051	SMC4	3	3q26.1
TRIM59	286827	286827	TRIM59	3	3q25.33
KPNA4	3840	3840	KPNA4	3	3q25.33
ARL14	80117	80117	ARL14	3	3q25.33
NMD3	51068	51068	NMD3	3	3q26.1
SI	6476	6476	SI	3	3q25.2-q26.2
PDCD10	11235	11235	PDCD10	3	3q26.1
GOLIM4	27333	27333	GOLIM4	3	3q26.2
MECOM	2122	2122	MECOM	3	3q26.2
MYNN	55892	55892	MYNN	3	3q26.2
LRRC31	79782	79782	LRRC31	3	3q26.2
SEC62	7095	7095	SEC62	3	3q26.2
GPR160	26996	26996	GPR160	3	3q26.2-q27
PHC3	80012	80012	PHC3	3	3q26.2
PRKCI	5584	5584	PRKCI	3	3q26.3
SKIL	6498	6498	SKIL	3	3q26
RPL22L1	200916	200916	RPL22L1	3	3q26.2
EIF5A2	56648	56648	EIF5A2	3	3q26.2
KLF7P1	100128036	100128036	KLF7P1	3	3q26.2
SLC2A2	6514	6514	SLC2A2	3	3q26.2
TNIK	23043	23043	TNIK	3	3q26.31
PLD1	5337	5337	PLD1	3	3q26
TMEM212	389177	389177	TMEM212	3	3q26.31
FNDC3B	64778	64778	FNDC3B	3	3q26.31
TNFSF10	8743	8743	TNFSF10	3	3q26
NCEH1	57552	57552	NCEH1	3	3q26.31
ECT2	1894	1894	ECT2	3	3q26.1-q26.2
TBL1XR1	79718	79718	TBL1XR1	3	3q26.32
ZMAT3	64393	64393	ZMAT3	3	3q26.32
PIK3CA	5290	5290	PIK3CA	3	3q26.3
ZNF639	51193	51193	ZNF639	3	3q26.33
MFN1	55669	55669	MFN1	3	3q26.33
GNB4	59345	59345	GNB4	3	3q26.33
ACTL6A	86	86	ACTL6A	3	3q26.33
MRPL47	57129	57129	MRPL47	3	3q26.33
NDUFB5	4711	4711	NDUFB5	3	3q26.33
TTC14	151613	151613	TTC14	3	3q26.33
FXR1	8087	8087	FXR1	3	3q28
DNAJC19	131118	131118	DNAJC19	3	3q26.33
ATP11B	23200	23200	ATP11B	3	3q27
DCUN1D1	54165	54165	DCUN1D1	3	3q26.3
MCCC1	56922	56922	MCCC1	3	3q27
LAMP3	27074	27074	LAMP3	3	3q26.3-q27
B3GNT5	84002	84002	B3GNT5	3	3q28
KLHL6	89857	89857	KLHL6	3	3q27.3
KLHL24	54800	54800	KLHL24	3	3q27.1
YEATS2	55689	55689	YEATS2	3	3q27.1
PARL	55486	55486	PARL	3	3q27.1
ABCC5	10057	10057	ABCC5	3	3q27
EIF2B5	8893	8893	EIF2B5	3	3q27.1
DVL3	1857	1857	DVL3	3	3q27
AP2M1	1173	1173	AP2M1	3	3q28
ABCF3	55324	55324	ABCF3	3	3q27.1
ALG3	10195	10195	ALG3	3	3q27.1
PSMD2	5708	5708	PSMD2	3	3q27.1
EIF4G1	1981	1981	EIF4G1	3	3q27.1
FAM131A	131408	131408	FAM131A	3	3q27.1
CLCN2	1181	1181	CLCN2	3	3q27.1
POLR2H	5437	5437	POLR2H	3	3q28
EPHB3	2049	2049	EPHB3	3	3q27.1
MAGEF1	64110	64110	MAGEF1	3	3q13
VPS8	23355	23355	VPS8	3	3q27.2
C3orf70	285382	285382	C3orf70	3	3q27.2
EHHADH	1962	1962	EHHADH	3	3q26.3-q28
MAP3K13	9175	9175	MAP3K13	3	3q27
TMEM41A	90407	90407	TMEM41A	3	3q27.2
LIPH	200879	200879	LIPH	3	3q27
SENP2	59343	59343	SENP2	3	3q27.2
IGF2BP2	10644	10644	IGF2BP2	3	3q27.2
TRA2B	6434	6434	TRA2B	3	3q26.2-q27
ETV5	2119	2119	ETV5	3	3q28
CRYGS	1427	1427	CRYGS	3	3q27.3
TBCCD1	55171	55171	TBCCD1	3	3q27.3
DNAJB11	51726	51726	DNAJB11	3	3q27.3
EIF4A2	1974	1974	EIF4A2	3	3q28
SNORA63	6043	6043	SNORA63	3	3q27
RFC4	5984	5984	RFC4	3	3q27
ST6GAL1	6480	6480	ST6GAL1	3	3q27.3
RPL39L	116832	116832	RPL39L	3	3q27
RTP4	64108	64108	RTP4	3	3q27.3
SST	6750	6750	SST	3	3q28
BCL6	604	604	BCL6	3	3q27
LPP	4026	4026	LPP	3	3q28
CCDC50	152137	152137	CCDC50	3	3q28
MB21D2	151963	151963	MB21D2	3	3q29
OPA1	4976	4976	OPA1	3	3q29
HES1	3280	3280	HES1	3	3q28-q29
ATP13A3	79572	79572	ATP13A3	3	3q29
TMEM44	93109	93109	TMEM44	3	3q29
LSG1	55341	55341	LSG1	3	3q29
FAM43A	131583	131583	FAM43A	3	3q29
XXYLT1	152002	152002	XXYLT1	3	3q29
ACAP2	23527	23527	ACAP2	3	3q29
PPP1R2	5504	5504	PPP1R2	3	3q29
APOD	347	347	APOD	3	3q29
SDHAP2	727956	727956	SDHAP2	3	3q29
MIR570	693155	693155	MIR570	3	None
MUC20	200958	200958	MUC20	3	3q29
TNK2	10188	10188	TNK2	3	3q29
SDHAP1	255812	255812	SDHAP1	3	3q29
TFRC	7037	7037	TFRC	3	3q29
SLC51A	200931	200931	SLC51A	3	3q29
PCYT1A	5130	5130	PCYT1A	3	3q29
TCTEX1D2	255758	255758	TCTEX1D2	3	3q29
RNF168	165918	165918	RNF168	3	3q29
WDR53	348793	348793	WDR53	3	3q29
FBXO45	200933	200933	FBXO45	3	3q29
PIGX	54965	54965	PIGX	3	3q29
PAK2	5062	5062	PAK2	3	3q29
SENP5	205564	205564	SENP5	3	3q29
NCBP2	22916	22916	NCBP2	3	3q29
PIGZ	80235	80235	PIGZ	3	3q29
MELTF	4241	4241	MELTF	3	3q28-q29
MFI2-AS1	100507057	100507057	MFI2-AS1	3	None
DLG1	1739	1739	DLG1	3	3q29
BDH1	622	622	BDH1	3	3q29
LOC220729	220729	220729	LOC220729	3	3q29
RUBCN	9711	9711	RUBCN	3	3q29
FYTTD1	84248	84248	FYTTD1	3	3q29
LRCH3	84859	84859	LRCH3	3	3q29
RPL35A	6165	6165	RPL35A	3	3q29
ABCA11P	79963	79963	ABCA11P	4	4p16.3
PIGG	54872	54872	PIGG	4	4p16.3
ATP5I	521	521	ATP5I	4	4p16.3
MYL5	4636	4636	MYL5	4	4p16.3
MFSD7	84179	84179	MFSD7	4	4p16.3
PCGF3	10336	10336	PCGF3	4	4p16.3
GAK	2580	2580	GAK	4	4p16
TMEM175	84286	84286	TMEM175	4	4p16.3
DGKQ	1609	1609	DGKQ	4	4p16.3
IDUA	3425	3425	IDUA	4	4p16.3
FGFRL1	53834	53834	FGFRL1	4	4p16
SPON2	10417	10417	SPON2	4	4p16.3
LOC100130872	100130872	100130872	LOC100130872	4	4p16.3
CTBP1	1487	1487	CTBP1	4	4p16
CTBP1-AS2	92070	92070	CTBP1-AS2	4	4p16.3
MAEA	10296	10296	MAEA	4	4p16.3
UVSSA	57654	57654	UVSSA	4	4p16.3
CRIPAK	285464	285464	CRIPAK	4	4p16.3
SLBP	7884	7884	SLBP	4	4p16.3
TMEM129	92305	92305	TMEM129	4	4p16.3
TACC3	10460	10460	TACC3	4	4p16.3
FGFR3	2261	2261	FGFR3	4	4p16.3
LETM1	3954	3954	LETM1	4	4p16.3
WHSC1	7468	7468	WHSC1	4	4p16.3
NELFA	7469	7469	NELFA	4	4p16.3
C4orf48	401115	401115	C4orf48	4	4p16.3
HAUS3	79441	79441	HAUS3	4	4p16.3
MXD4	10608	10608	MXD4	4	4p16.3
ZFYVE28	57732	57732	ZFYVE28	4	4p16.3
RNF4	6047	6047	RNF4	4	4p16.3
FAM193A	8603	8603	FAM193A	4	4p16.3
TNIP2	79155	79155	TNIP2	4	4p16.3
SH3BP2	6452	6452	SH3BP2	4	4p16.3
ADD1	118	118	ADD1	4	4p16.3
MFSD10	10227	10227	MFSD10	4	4p16.3
NOP14-AS1	317648	317648	NOP14-AS1	4	4p16.3
NOP14	8602	8602	NOP14	4	4p16.3
HTT	3064	3064	HTT	4	4p16.3
RGS12	6002	6002	RGS12	4	4p16.3
LRPAP1	4043	4043	LRPAP1	4	4p16.3
TMEM128	85013	85013	TMEM128	4	4p16.3
LYAR	55646	55646	LYAR	4	4p16.3
ZBTB49	166793	166793	ZBTB49	4	4p16.3
STX18	53407	53407	STX18	4	4p16.3-p16.2
WFS1	7466	7466	WFS1	4	4p16.1
MAN2B2	23324	23324	MAN2B2	4	4p16.1
MRFAP1	93621	93621	MRFAP1	4	4p16.1
LOC93622	93622	93622	LOC93622	4	4p16.1
S100P	6286	6286	S100P	4	4p16
MRFAP1L1	114932	114932	MRFAP1L1	4	4p16.1
BLOC1S4	55330	55330	BLOC1S4	4	4p16.1
KIAA0232	9778	9778	KIAA0232	4	4p16.1
TBC1D14	57533	57533	TBC1D14	4	4p16.1
TADA2B	93624	93624	TADA2B	4	4p16.1
GRPEL1	80273	80273	GRPEL1	4	4p16
AFAP1	60312	60312	AFAP1	4	4p16
SH3TC1	54436	54436	SH3TC1	4	4p16.1
HTRA3	94031	94031	HTRA3	4	4p16.1
ACOX3	8310	8310	ACOX3	4	4p15.3
SLC2A9	56606	56606	SLC2A9	4	4p16.1
WDR1	9948	9948	WDR1	4	4p16.1
ZNF518B	85460	85460	ZNF518B	4	4p16.1
HS3ST1	9957	9957	HS3ST1	4	4p16
HSP90AB2P	391634	391634	HSP90AB2P	4	4p15.33
RAB28	9364	9364	RAB28	4	4p15.33
BOD1L1	259282	259282	BOD1L1	4	4p16.1
CPEB2	132864	132864	CPEB2	4	4p15.33
FBXL5	26234	26234	FBXL5	4	4p15.32
FAM200B	285550	285550	FAM200B	4	4p15.32
BST1	683	683	BST1	4	4p15
CD38	952	952	CD38	4	4p15
PROM1	8842	8842	PROM1	4	4p15.32
TAPT1	202018	202018	TAPT1	4	4p15.32
LDB2	9079	9079	LDB2	4	4p16
QDPR	5860	5860	QDPR	4	4p15.31
LAP3	51056	51056	LAP3	4	4p15.32
MED28	80306	80306	MED28	4	4p16
DCAF16	54876	54876	DCAF16	4	4p15.31
NCAPG	64151	64151	NCAPG	4	4p15.33
LCORL	254251	254251	LCORL	4	4p15.31
PACRGL	133015	133015	PACRGL	4	4p15.31
ADGRA3	166647	166647	ADGRA3	4	4p15.2
GBA3	57733	57733	GBA3	4	4p15.2
PPARGC1A	10891	10891	PPARGC1A	4	4p15.1
DHX15	1665	1665	DHX15	4	4p15.3
SOD3	6649	6649	SOD3	4	4p15.2
SEPSECS	51091	51091	SEPSECS	4	4p15.2
PI4K2B	55300	55300	PI4K2B	4	4p15.2
ZCCHC4	29063	29063	ZCCHC4	4	4p15.2
ANAPC4	29945	29945	ANAPC4	4	4p15.2
SEL1L3	23231	23231	SEL1L3	4	4p15.2
SMIM20	389203	389203	SMIM20	4	4p15.2
RBPJ	3516	3516	RBPJ	4	4p15.2
STIM2	57620	57620	STIM2	4	4p15.2
ARAP2	116984	116984	ARAP2	4	4p14
C4orf19	55286	55286	C4orf19	4	4p14
RELL1	768211	768211	RELL1	4	4p14
PGM2	55276	55276	PGM2	4	4p14
TBC1D1	23216	23216	TBC1D1	4	4p14
KLF3	51274	51274	KLF3	4	4p14
TLR10	81793	81793	TLR10	4	4p14
TLR1	7096	7096	TLR1	4	4p14
FAM114A1	92689	92689	FAM114A1	4	4p14
TMEM156	80008	80008	TMEM156	4	4p14
KLHL5	51088	51088	KLHL5	4	4p14
RFC1	5981	5981	RFC1	4	4p14-p13
RPL9	6133	6133	RPL9	4	4p13
LIAS	11019	11019	LIAS	4	4p14
UGDH	7358	7358	UGDH	4	4p15.1
SMIM14	201895	201895	SMIM14	4	4p14
UBE2K	3093	3093	UBE2K	4	4p14
PDS5A	23244	23244	PDS5A	4	4p14
RHOH	399	399	RHOH	4	4p13
RBM47	54502	54502	RBM47	4	4p14
APBB2	323	323	APBB2	4	4p13
LIMCH1	22998	22998	LIMCH1	4	4p13
TMEM33	55161	55161	TMEM33	4	4p13
SLC30A9	10463	10463	SLC30A9	4	4p13
ATP8A1	10396	10396	ATP8A1	4	4p13
GUF1	60558	60558	GUF1	4	4p12
GNPDA2	132789	132789	GNPDA2	4	4p12
COMMD8	54951	54951	COMMD8	4	4p12
ATP10D	57205	57205	ATP10D	4	4p12
NFXL1	152518	152518	NFXL1	4	4p12
CNGA1	1259	1259	CNGA1	4	4p12
SLAIN2	57606	57606	SLAIN2	4	4p11
FRYL	285527	285527	FRYL	4	4p11
OCIAD1	54940	54940	OCIAD1	4	4p11
OCIAD2	132299	132299	OCIAD2	4	4p11
DCUN1D4	23142	23142	DCUN1D4	4	4q12
LRRC66	339977	339977	LRRC66	4	4q12
SGCB	6443	6443	SGCB	4	4q12
DANCR	57291	57291	DANCR	4	4q12
SCFD2	152579	152579	SCFD2	4	4q12
FIP1L1	81608	81608	FIP1L1	4	4q12
LNX1	84708	84708	LNX1	4	4q12
CHIC2	26511	26511	CHIC2	4	4q11
KIT	3815	3815	KIT	4	4q12
SRD5A3	79644	79644	SRD5A3	4	4q12
TMEM165	55858	55858	TMEM165	4	4q12
EXOC1	55763	55763	EXOC1	4	4q12
KIAA1211	57482	57482	KIAA1211	4	4q12
AASDH	132949	132949	AASDH	4	4q12
PPAT	5471	5471	PPAT	4	4q12
PAICS	10606	10606	PAICS	4	4q12
SRP72	6731	6731	SRP72	4	4q11
HOPX	84525	84525	HOPX	4	4q12
REST	5978	5978	REST	4	4q12
NOA1	84273	84273	NOA1	4	4q12
POLR2B	5431	5431	POLR2B	4	4q12
IGFBP7	3490	3490	IGFBP7	4	4q12
CENPC	1060	1060	CENPC	4	4q13.2
UBA6	55236	55236	UBA6	4	4q13.2
YTHDC1	91746	91746	YTHDC1	4	4q13.2
UGT2B17	7367	7367	UGT2B17	4	4q13
UGT2B15	7366	7366	UGT2B15	4	4q13
UGT2A3	79799	79799	UGT2A3	4	4q13.2
UGT2B7	7364	7364	UGT2B7	4	4q13
SULT1B1	27284	27284	SULT1B1	4	4q13.3
SULT1E1	6783	6783	SULT1E1	4	4q13.1
FDCSP	260436	260436	FDCSP	4	4q13|4q13
JCHAIN	3512	3512	JCHAIN	4	4q21
UTP3	57050	57050	UTP3	4	4q13.3
RUFY3	22902	22902	RUFY3	4	4q13.3
GRSF1	2926	2926	GRSF1	4	4q13
MOB1B	92597	92597	MOB1B	4	4q13.3
DCK	1633	1633	DCK	4	4q13.3-q21.1
SLC4A4	8671	8671	SLC4A4	4	4q21
COX18	285521	285521	COX18	4	4q13.3
ANKRD17	26057	26057	ANKRD17	4	4q13.3
RASSF6	166824	166824	RASSF6	4	4q13.3
CXCL6	6372	6372	CXCL6	4	4q13.3
CXCL1	2919	2919	CXCL1	4	4q21
PARM1	25849	25849	PARM1	4	4q13.3-q21.3
RCHY1	25898	25898	RCHY1	4	4q21.1
THAP6	152815	152815	THAP6	4	4q21.1
G3BP2	9908	9908	G3BP2	4	4q21.1
USO1	8615	8615	USO1	4	4q21.1
NAAA	27163	27163	NAAA	4	4q21.1
SDAD1	55153	55153	SDAD1	4	4q21.1
CXCL9	4283	4283	CXCL9	4	4q21
CXCL10	3627	3627	CXCL10	4	4q21
NUP54	53371	53371	NUP54	4	4q21.1
SCARB2	950	950	SCARB2	4	4q21.1
FAM47E	100129583	100129583	FAM47E	4	4q21.1
STBD1	8987	8987	STBD1	4	4q21.1
SHROOM3	57619.chr4.1	57619	SHROOM3	4	4q21.1
SOWAHB	345079	345079	SOWAHB	4	4q21.1
CCNI	10983	10983	CCNI	4	4q21.1
CCNG2	901	901	CCNG2	4	4q21.1
CXCL13	10563	10563	CXCL13	4	4q21
CNOT6L	246175	246175	CNOT6L	4	4q13.3
MRPL1	65008	65008	MRPL1	4	4q21.1
ANXA3	306	306	ANXA3	4	4q21.21
BMP2K	55589	55589	BMP2K	4	4q21.21
PAQR3	152559	152559	PAQR3	4	4q21.21
ANTXR2	118429	118429	ANTXR2	4	4q21.21
BMP3	651	651	BMP3	4	4q21
PRKG2	5593	5593	PRKG2	4	4q13.1-q21.1
HNRNPD	3184	3184	HNRNPD	4	4q21
HNRNPDL	9987	9987	HNRNPDL	4	4q21.22
ENOPH1	58478	58478	ENOPH1	4	4q21.22
SCD5	79966	79966	SCD5	4	4q21.22
SEC31A	22872	22872	SEC31A	4	4q21.22
LIN54	132660	132660	LIN54	4	4q21.22
COPS4	51138	51138	COPS4	4	4q21.22
PLAC8	51316	51316	PLAC8	4	4q21.22
COQ2	27235	27235	COQ2	4	4q21.23
HPSE	10855	10855	HPSE	4	4q21.3
HELQ	113510	113510	HELQ	4	4q21.23
MRPS18C	51023	51023	MRPS18C	4	4q21.23
FAM175A	84142	84142	FAM175A	4	4q21.23
CDS1	1040	1040	CDS1	4	4q21.23
LOC100506746	100506746	100506746	LOC100506746	4	4q21
AFF1	4299	4299	AFF1	4	4q21
KLHL8	57563	57563	KLHL8	4	4q22.1
HSD17B11	51170	51170	HSD17B11	4	4q22.1
NUDT9	53343	53343	NUDT9	4	4q22.1
SPARCL1	8404	8404	SPARCL1	4	4q22.1
HSP90AB3P	3327	3327	HSP90AB3P	4	4q22.1
SPP1	6696	6696	SPP1	4	4q22.1
PKD2	5311	5311	PKD2	4	4q22.1
ABCG2	9429	9429	ABCG2	4	4q22
HERC6	55008	55008	HERC6	4	4q22.1
HERC5	51191	51191	HERC5	4	4q22.1
PIGY	84992	84992	PIGY	4	4q22.1
HERC3	8916	8916	HERC3	4	4q21
FAM13A	10144	10144	FAM13A	4	4q22.1
TIGD2	166815	166815	TIGD2	4	4q22.1
MMRN1	22915	22915	MMRN1	4	4q22
ATOH1	474	474	ATOH1	4	4q22
SMARCAD1	56916	56916	SMARCAD1	4	4q22.3
HPGDS	27306	27306	HPGDS	4	4q22.3
PDLIM5	10611	10611	PDLIM5	4	4q22
RAP1GDS1	5910	5910	RAP1GDS1	4	4q23
TSPAN5	10098	10098	TSPAN5	4	4q23
EIF4E	1977	1977	EIF4E	4	4q23
METAP1	23173	23173	METAP1	4	4q23
ADH5	128	128	ADH5	4	4q23
ADH6	130	130	ADH6	4	4q23
ADH1A	124	124	ADH1A	4	4q23
ADH1B	125	125	ADH1B	4	4q23
ADH1C	126	126	ADH1C	4	4q23
TRMT10A	93587	93587	TRMT10A	4	4q23
MTTP	4547	4547	MTTP	4	4q24
DAPP1	27071	27071	DAPP1	4	4q25-q27
LAMTOR3	8649	8649	LAMTOR3	4	4q23
H2AFZ	3015	3015	H2AFZ	4	4q24
EMCN	51705	51705	EMCN	4	4q24
PPP3CA	5530	5530	PPP3CA	4	4q24
FLJ20021	90024	90024	FLJ20021	4	4q24
SLC39A8	64116	64116	SLC39A8	4	4q24
NFKB1	4790	4790	NFKB1	4	4q24
MANBA	4126	4126	MANBA	4	4q24
UBE2D3	7323	7323	UBE2D3	4	4q24
CISD2	493856	493856	CISD2	4	4q24
BDH2	56898	56898	BDH2	4	4q24
TET2	54790	54790	TET2	4	4q24
PPA2	27068	27068	PPA2	4	4q25
INTS12	57117	57117	INTS12	4	4q24
NPNT	255743	255743	NPNT	4	4q24
TBCK	93627	93627	TBCK	4	4q24
AIMP1	9255	9255	AIMP1	4	4q24
PAPSS1	9061	9061	PAPSS1	4	4q24
SGMS2	166929	166929	SGMS2	4	4q25
CYP2U1	113612	113612	CYP2U1	4	4q25
HADH	3033	3033	HADH	4	4q22-q26
RPL34	6164	6164	RPL34	4	4q25
OSTC	58505	58505	OSTC	4	4q25
SEC24B	10427	10427	SEC24B	4	4q25
CCDC109B	55013	55013	CCDC109B	4	4q25
CASP6	839	839	CASP6	4	4q25
PLA2G12A	81579	81579	PLA2G12A	4	4q25
CFI	3426	3426	CFI	4	4q25
GAR1	54433	54433	GAR1	4	4q25
ELOVL6	79071	79071	ELOVL6	4	4q25
ENPEP	2028	2028	ENPEP	4	4q25
AP1AR	55435	55435	AP1AR	4	4q25
TIFA	92610	92610	TIFA	4	4q25
ALPK1	80216	80216	ALPK1	4	4q25
LARP7	51574	51574	LARP7	4	4q25
CAMK2D	817	817	CAMK2D	4	4q26
UGT8	7368	7368	UGT8	4	4q26
SNHG8	100093630	100093630	SNHG8	4	4q26
SNORA24	677809	677809	SNORA24	4	4q26
PRSS12	8492	8492	PRSS12	4	4q28.1
METTL14	57721	57721	METTL14	4	4q26
SEC24D	9871	9871	SEC24D	4	4q26
SYNPO2	171024	171024	SYNPO2	4	4q26
USP53	54532	54532	USP53	4	4q26
C4orf3	401152	401152	C4orf3	4	4q26
FABP2	2169	2169	FABP2	4	4q28-q31
LOC645513	645513	645513	LOC645513	4	4q26
PDE5A	8654	8654	PDE5A	4	4q27
MAD2L1	4085	4085	MAD2L1	4	4q27
ANXA5	308	308	ANXA5	4	4q27
EXOSC9	5393	5393	EXOSC9	4	4q27
CCNA2	890	890	CCNA2	4	4q27
BBS7	55212	55212	BBS7	4	4q27
KIAA1109	84162	84162	KIAA1109	4	4q27
BBS12	166379	166379	BBS12	4	4q27
NUDT6	11162	11162	NUDT6	4	4q26
SPRY1	10252	10252	SPRY1	4	4q28.1
ANKRD50	57182	57182	ANKRD50	4	4q28.1
PLK4	10733	10733	PLK4	4	4q28
MFSD8	256471	256471	MFSD8	4	4q28.2
ABHD18	80167	80167	ABHD18	4	4q28.2
LARP1B	55132	55132	LARP1B	4	4q28.2
PGRMC2	10424	10424	PGRMC2	4	4q26
JADE1	79960	79960	JADE1	4	4q28.2
C4orf33	132321	132321	C4orf33	4	4q28.2
PCDH18	54510	54510	PCDH18	4	4q31
ELF2	1998	1998	ELF2	4	4q28
NDUFC1	4717	4717	NDUFC1	4	4q31.1
NAA15	80155	80155	NAA15	4	4q31.1
RAB33B	83452	83452	RAB33B	4	4q28
SETD7	80854	80854	SETD7	4	4q28
MGST2	4258	4258	MGST2	4	4q28.3
SCOC	60592	60592	SCOC	4	4q31.1
ELMOD2	255520	255520	ELMOD2	4	4q31.1
TBC1D9	23158	23158	TBC1D9	4	4q31.21
ZNF330	27309	27309	ZNF330	4	4q31.21
IL15	3600	3600	IL15	4	4q31
INPP4B	8821	8821	INPP4B	4	4q31.21
USP38	84640	84640	USP38	4	None
GAB1	2549	2549	GAB1	4	4q31.21
SMARCA5	8467	8467	SMARCA5	4	4q31.1-q31.2
ANAPC10	10393	10393	ANAPC10	4	4q31
ABCE1	6059	6059	ABCE1	4	4q31
OTUD4	54726	54726	OTUD4	4	4q31.21
SMAD1	4086	4086	SMAD1	4	4q31
MMAA	166785	166785	MMAA	4	4q31.21
LSM6	11157	11157	LSM6	4	4q31.22
TMEM184C	55751	55751	TMEM184C	4	4q31.23
PRMT9	90826	90826	PRMT9	4	4q31.23
NR3C2	4306	4306	NR3C2	4	4q31.1
LRBA	987	987	LRBA	4	4q31.3
MAB21L2	10586	10586	MAB21L2	4	4q31
RPS3A	6189	6189	RPS3A	4	4q31.2-q31.3
SH3D19	152503	152503	SH3D19	4	4q31.3
GATB	5188	5188	GATB	4	4q31.3
FBXW7	55294	55294	FBXW7	4	4q31.3
ARFIP1	27236	27236	ARFIP1	4	4q31.3
FHDC1	85462	85462	FHDC1	4	4q31.3
TRIM2	23321	23321	TRIM2	4	4q31.3
ANXA2P1	303	303	ANXA2P1	4	4q31.3
MND1	84057	84057	MND1	4	4q31.3
KIAA0922	23240	23240	KIAA0922	4	4q31.3
TLR2	7097	7097	TLR2	4	4q32
PLRG1	5356	5356	PLRG1	4	4q31.2-q32.1
TDO2	6999	6999	TDO2	4	4q32.1
CTSO	1519	1519	CTSO	4	4q32.1
PDGFC	56034	56034	PDGFC	4	4q32
FAM198B	51313	51313	FAM198B	4	4q32.1
TMEM144	55314	55314	TMEM144	4	4q32.1
